id,brand,model,date,year,display_size_inches,display_size_inches_scale,internal_memory_in_gb,internal_memory_in_gb_scale,primary_camera_mega_pixel,primary_camera_mega_pixel_scale,primary_camera,loud_speaker,gps,colors,approx_price_eur,approx_price_eur_scale,battery_mah,battery_mah_scale,ram_in_gb,ram_in_gb_scale,weight_g,weight_g_scale,cluster,cluster_scale
Meizu M1 Note,Meizu,M1 Note,2015-01-01,2015.0,5.5,0.571539721869307,32.0,0.6829703399340409,13.0,0.697338258971839,13 MP| f/2.2| autofocus| dual-LED (dual tone) flash| ,Yes,Yes with A-GPS GLONASS,White| Blue| Yellow| Green| Pink,130.0,-0.23292676476955107,3140.0,0.7537196059189759,2.0,0.35930929680897283,145.0,-0.15178166745815025,1,0.0
Meizu M2,Meizu,M2,2015-07-01,2015.0,5.0,0.06144855958122556,16.0,-0.056649685055736504,13.0,0.697338258971839,13 MP| f/2.2| autofocus| LED flash,Yes,Yes with A-GPS GLONASS,Gray| White| Blue| Pink,130.0,-0.23292676476955107,2500.0,0.011471564498850353,2.0,0.35930929680897283,131.0,-0.47632360024823767,1,0.0
Meizu M2 Note,Meizu,M2 Note,2015-06-01,2015.0,5.5,0.571539721869307,32.0,0.6829703399340409,13.0,0.697338258971839,13 MP| f/2.2| autofocus| dual-LED (dual tone) flash| ,Yes,Yes with A-GPS GLONASS,Gray| White| Blue| Pink,200.0,-0.0758837138027547,3100.0,0.707329103330218,2.0,0.35930929680897283,149.0,-0.05905540094669669,1,0.0
Meizu MX5,Meizu,MX5,2015-07-01,2015.0,5.5,0.571539721869307,64.0,2.1622103899135956,7.0,-0.5799344301754193,20.7 MP| f/2.2| laser autofocus| dual-LED (dual tone) flash| ,Yes,Yes with A-GPS GLONASS BDS,Gray| Gold| Silver| Black/Silver,210.0,-0.0534489922360695,3150.0,0.7653172315661654,3.0,1.2661024851582152,149.0,-0.05905540094669669,1,0.0
Meizu PRO 5,Meizu,PRO 5,2015-10-01,2015.0,5.7,0.7755761867845398,32.0,0.6829703399340409,21.0,2.4003685111681836,21 MP| f/2.2| 31mm| phase detection & laser autofocus| dual-LED (dual tone) flash| ,Yes,Yes with A-GPS GLONASS BDS,Gray| Gold| Silver| Black/Silver,390.0,0.35037599596426405,3050.0,0.6493409750942707,3.0,1.2661024851582152,168.0,0.3813943649827077,1,0.0
Micromax Bolt D320,Micromax,Bolt D320,2015-04-01,2015.0,4.5,-0.4486426027068559,4.0,-0.6113647037980695,15.0,1.123095822020925,3.15 MP| LED flash,Yes,A-GPS only,Black,,,1600.0,-1.0323147437482012,0.4980544747081712,-1.0026446747972821,128.0,-0.5458683001318279,1,0.0
Micromax Bolt Q332,Micromax,Bolt Q332,2015-11-01,2015.0,5.0,0.06144855958122556,4.0,-0.6113647037980695,5.0,-1.0056919932245054,5 MP| LED flash,Yes,Yes with A-GPS,Black,,,2000.0,-0.5684097178606227,0.4980544747081712,-1.0026446747972821,140.9,-0.24682609063239,1,0.0
Micromax Bolt Q338,Micromax,Bolt Q338,2015-09-01,2015.0,5.0,0.06144855958122556,8.0,-0.4264596975506252,8.0,-0.3670556486508763,8 MP| autofocus| LED flash,Yes,,Black,,,2000.0,-0.5684097178606227,1.0,-0.5474838915402696,157.0,0.12639713207621042,1,0.0
Micromax Bolt S300,Micromax,Bolt S300,2015-03-01,2015.0,4.0,-0.9587337649949373,4.0,-0.6113647037980695,,,VGA| LED flash,Yes,A-GPS only,Black,60.0,-0.3899698157363475,1200.0,-1.4962197696357795,0.4980544747081712,-1.0026446747972821,123.0,-0.6617761332711448,1,0.0
Micromax Canvas 5 E481,Micromax,Canvas 5 E481,2015-11-01,2015.0,5.2,0.26548502449645833,16.0,-0.056649685055736504,13.0,0.697338258971839,13 MP| autofocus| LED flash,Yes,Yes with A-GPS,Black,170.0,-0.14318787850281028,2900.0,0.4753765903864288,3.0,1.2661024851582152,143.0,-0.19814480071387702,1,0.0
Micromax Canvas A1 AQ4502,Micromax,Canvas A1 AQ4502,2015-06-01,2015.0,4.5,-0.4486426027068559,8.0,-0.4264596975506252,5.0,-1.0056919932245054,5 MP| autofocus| LED flash,Yes,Yes with A-GPS,Black,90.0,-0.32266565103629186,1700.0,-0.9163384872763065,1.0,-0.5474838915402696,136.0,-0.36041576710892076,1,0.0
Micromax Canvas Blaze 4G+ Q414,Micromax,Canvas Blaze 4G+ Q414,2015-11-01,2015.0,4.5,-0.4486426027068559,8.0,-0.4264596975506252,8.0,-0.3670556486508763,8 MP| autofocus| LED flash,Yes,Yes with A-GPS,Black,,,1750.0,-0.8583503590403593,1.0,-0.5474838915402696,119.0,-0.7545023997825984,1,0.0
Micromax Canvas Fire 4 A107,Micromax,Canvas Fire 4 A107,2015-03-01,2015.0,4.5,-0.4486426027068559,8.0,-0.4264596975506252,8.0,-0.3670556486508763,8 MP| autofocus| LED flash,Yes dual speakers,Yes with A-GPS,Black| Silver,100.0,-0.30023092946960667,2000.0,-0.5684097178606227,1.0,-0.5474838915402696,138.0,-0.31405263385319393,1,0.0
Micromax Canvas Juice 2 AQ5001,Micromax,Canvas Juice 2 AQ5001,2015-03-01,2015.0,5.0,0.06144855958122556,8.0,-0.4264596975506252,8.0,-0.3670556486508763,8 MP| autofocus| LED flash,Yes,Yes with A-GPS,Gray,130.0,-0.23292676476955107,3000.0,0.5913528468583235,2.0,0.35930929680897283,170.0,0.42775749823843445,1,0.0
Micromax Canvas Juice 3 Q392,Micromax,Canvas Juice 3 Q392,2015-09-01,2015.0,5.0,0.06144855958122556,8.0,-0.4264596975506252,8.0,-0.3670556486508763,8 MP| autofocus| LED flash,Yes,Yes with A-GPS,Black,,,4000.0,1.7511154115772696,2.0,0.35930929680897283,150.0,-0.03587383431883329,1,0.0
Micromax Canvas Juice 3+ Q394,Micromax,Canvas Juice 3+ Q394,2015-11-01,2015.0,5.5,0.571539721869307,16.0,-0.056649685055736504,8.0,-0.3670556486508763,8 MP| autofocus| LED flash,Yes,Yes with A-GPS,Black,,,4000.0,1.7511154115772696,2.0,0.35930929680897283,152.0,0.01048929893689348,1,0.0
Micromax Canvas Mega 4G Q417,Micromax,Canvas Mega 4G Q417,2015-12-01,2015.0,5.5,0.571539721869307,16.0,-0.056649685055736504,13.0,0.697338258971839,13 MP| autofocus| LED flash,Yes,Yes with A-GPS,Black,150.0,-0.1880573216361807,2500.0,0.011471564498850353,3.0,1.2661024851582152,145.0,-0.15178166745815025,1,0.0
Micromax Canvas Nitro 2 E311,Micromax,Canvas Nitro 2 E311,2015-05-01,2015.0,5.0,0.06144855958122556,16.0,-0.056649685055736504,13.0,0.697338258971839,13 MP| autofocus| LED flash,Yes,Yes with A-GPS,Black| White,150.0,-0.1880573216361807,2400.0,-0.10450469197304427,2.0,0.35930929680897283,143.0,-0.19814480071387702,1,0.0
Micromax Canvas Nitro 4G E455,Micromax,Canvas Nitro 4G E455,2015-09-01,2015.0,5.0,0.06144855958122556,16.0,-0.056649685055736504,13.0,0.697338258971839,13 MP| autofocus| dual-LED flash,Yes,Yes with A-GPS,Black,,,2500.0,0.011471564498850353,2.0,0.35930929680897283,135.0,-0.3835973337367841,1,0.0
Micromax Canvas Play 4G Q469,Micromax,Canvas Play 4G Q469,2015-11-01,2015.0,5.5,0.571539721869307,16.0,-0.056649685055736504,13.0,0.697338258971839,13 MP| autofocus| LED flash,Yes,Yes with A-GPS,Black,,,2820.0,0.3825955852089131,2.0,0.35930929680897283,100.0,-1.1949521657120028,1,0.0
Micromax Canvas Pulse 4G E451,Micromax,Canvas Pulse 4G E451,2015-12-01,2015.0,5.0,0.06144855958122556,16.0,-0.056649685055736504,13.0,0.697338258971839,13 MP| autofocus| LED flash,Yes,Yes with A-GPS,Black,130.0,-0.23292676476955107,2100.0,-0.4524334613887281,3.0,1.2661024851582152,128.0,-0.5458683001318279,1,0.0
Micromax Canvas Selfie 2 Q340,Micromax,Canvas Selfie 2 Q340,2015-08-01,2015.0,5.0,0.06144855958122556,8.0,-0.4264596975506252,5.0,-1.0056919932245054,5 MP| autofocus| LED flash,Yes,Yes with A-GPS,Black,,,2000.0,-0.5684097178606227,1.0,-0.5474838915402696,136.0,-0.36041576710892076,1,0.0
Micromax Canvas Selfie 3 Q348,Micromax,Canvas Selfie 3 Q348,2015-08-01,2015.0,4.8,-0.1425879053340072,8.0,-0.4264596975506252,8.0,-0.3670556486508763,8 MP| autofocus| LED flash,Yes,Yes with A-GPS,Black,,,2300.0,-0.22048094844493887,1.0,-0.5474838915402696,110.0,-0.9631364994333689,1,0.0
Micromax Canvas Selfie A255,Micromax,Canvas Selfie A255,2015-02-01,2015.0,4.7,-0.24460613779162313,16.0,-0.056649685055736504,13.0,0.697338258971839,13 MP| autofocus| dual-LED flash,Yes,Yes with A-GPS, Angelic White| Mystic Blue,240.0,0.013855172463986095,2300.0,-0.22048094844493887,2.0,0.35930929680897283,138.0,-0.31405263385319393,1,0.0
Micromax Canvas Selfie Lens Q345,Micromax,Canvas Selfie Lens Q345,2015-06-01,2015.0,5.0,0.06144855958122556,8.0,-0.4264596975506252,8.0,-0.3670556486508763,8 MP| autofocus| LED flash,Yes,Yes with A-GPS,Champagne| Moondust Gray,120.0,-0.2553614863362363,2800.0,0.3594003339145342,1.0,-0.5474838915402696,144.0,-0.17496323408601364,1,0.0
Micromax Canvas Sliver 5 Q450,Micromax,Canvas Sliver 5 Q450,2015-07-01,2015.0,4.8,-0.1425879053340072,16.0,-0.056649685055736504,8.0,-0.3670556486508763,8 MP| autofocus| LED flash,Yes,Yes with A-GPS,White,250.0,0.036289894030671295,2000.0,-0.5684097178606227,2.0,0.35930929680897283,97.0,-1.2644968655955928,1,0.0
Micromax Canvas Spark 2 Q334,Micromax,Canvas Spark 2 Q334,2015-09-01,2015.0,5.0,0.06144855958122556,4.0,-0.6113647037980695,5.0,-1.0056919932245054,5 MP| LED flash,Yes,Yes with A-GPS,Black,,,1800.0,-0.8003622308044119,0.7470817120622568,-0.7768284722511674,154.0,0.056852432192620254,1,0.0
Micromax Canvas Spark Q380,Micromax,Canvas Spark Q380,2015-04-01,2015.0,4.7,-0.24460613779162313,8.0,-0.4264596975506252,8.0,-0.3670556486508763,8 MP| autofocus| LED flash,Yes,Yes with A-GPS,White/Gold| Grey/Silver,70.0,-0.3675350941696623,2000.0,-0.5684097178606227,1.0,-0.5474838915402696,134.0,-0.40677890036464753,1,0.0
Micromax Canvas Tab P470,Micromax,Canvas Tab P470,2015-01-01,2015.0,7.0,2.1018132087335513,8.0,-0.4264596975506252,5.0,-1.0056919932245054,5 MP| LED flash,Yes,Yes,Classy Silver| Mystic Grey,90.0,-0.32266565103629186,3200.0,0.8233053598021126,1.0,-0.5474838915402696,306.0,3.580450559627855,1,0.0
Micromax Canvas Tab P666,Micromax,Canvas Tab P666,2015-01-01,2015.0,8.0,3.1219955333097142,8.0,-0.4264596975506252,5.0,-1.0056919932245054,5 MP,Yes,Yes with A-GPS,Magnetic Black| Puritan White,150.0,-0.1880573216361807,4400.0,2.215020437464848,1.0,-0.5474838915402696,310.5,3.6847676094532407,1,0.0
Micromax Canvas Xpress 2 E313,Micromax,Canvas Xpress 2 E313,2015-08-01,2015.0,5.0,0.06144855958122556,8.0,-0.4264596975506252,13.0,0.697338258971839,13 MP| autofocus| dual-LED flash,Yes,Yes with A-GPS,Black,90.0,-0.32266565103629186,2500.0,0.011471564498850353,1.0,-0.5474838915402696,135.0,-0.3835973337367841,1,0.0
Micromax Canvas Xpress 4G Q413,Micromax,Canvas Xpress 4G Q413,2015-11-01,2015.0,5.0,0.06144855958122556,16.0,-0.056649685055736504,8.0,-0.3670556486508763,8 MP| f/2.0| autofocus| LED flash,Yes,Yes with A-GPS,Black,60.0,-0.3899698157363475,2000.0,-0.5684097178606227,2.0,0.35930929680897283,155.0,0.08003399882048365,1,0.0
Microsoft Lumia 430 Dual SIM,Microsoft,Lumia 430 Dual SIM,2015-05-01,2015.0,4.0,-0.9587337649949373,8.0,-0.4264596975506252,2.0,-1.6443283377981346,2 MP| f/2.2,Yes,A-GPS GLONASS,Black| Orange,70.0,-0.3675350941696623,1500.0,-1.148291000220096,1.0,-0.5474838915402696,127.9,-0.5481864567946141,1,0.0
Microsoft Lumia 435,Microsoft,Lumia 435,2015-03-01,2015.0,4.0,-0.9587337649949373,8.0,-0.4264596975506252,2.0,-1.6443283377981346,2 MP| f/2.7| 36mm,Yes,A-GPS GLONASS,Black| White| Green| Orange,70.0,-0.3675350941696623,1560.0,-1.078705246336959,1.0,-0.5474838915402696,134.1,-0.4044607437018613,1,0.0
Microsoft Lumia 435 Dual SIM,Microsoft,Lumia 435 Dual SIM,2015-02-01,2015.0,4.0,-0.9587337649949373,8.0,-0.4264596975506252,2.0,-1.6443283377981346,2 MP| f/2.7| 36mm,Yes,A-GPS GLONASS,Black| White| Green| Orange,70.0,-0.3675350941696623,1560.0,-1.078705246336959,1.0,-0.5474838915402696,134.1,-0.4044607437018613,1,0.0
Microsoft Lumia 532,Microsoft,Lumia 532,2015-02-01,2015.0,4.0,-0.9587337649949373,8.0,-0.4264596975506252,5.0,-1.0056919932245054,5 MP| f/2.4| 28mm,Yes,A-GPS GLONASS,Black| White| Green| Orange,90.0,-0.32266565103629186,1560.0,-1.078705246336959,1.0,-0.5474838915402696,136.3,-0.35346129712056146,1,0.0
Microsoft Lumia 532 Dual SIM,Microsoft,Lumia 532 Dual SIM,2015-02-01,2015.0,4.0,-0.9587337649949373,8.0,-0.4264596975506252,5.0,-1.0056919932245054,5 MP| f/2.4| 28mm| ,Yes,A-GPS GLONASS,Black| White| Green| Orange,90.0,-0.32266565103629186,1560.0,-1.078705246336959,1.0,-0.5474838915402696,136.3,-0.35346129712056146,1,0.0
Microsoft Lumia 540 Dual SIM,Microsoft,Lumia 540 Dual SIM,2015-05-01,2015.0,5.0,0.06144855958122556,8.0,-0.4264596975506252,8.0,-0.3670556486508763,8 MP| f/2.2| 28mm| autofocus| LED flash,Yes,Yes with A-GPS GLONASS,Orange| white| black| gray| blue,100.0,-0.30023092946960667,2200.0,-0.3364572049168335,1.0,-0.5474838915402696,152.0,0.01048929893689348,1,0.0
Microsoft Lumia 550,Microsoft,Lumia 550,2015-12-01,2015.0,4.7,-0.24460613779162313,8.0,-0.4264596975506252,5.0,-1.0056919932245054,5 MP| f/2.4| autofocus| LED flash| ,Yes,Yes with A-GPS GLONASS BDS,Black| White,90.0,-0.32266565103629186,2100.0,-0.4524334613887281,1.0,-0.5474838915402696,141.9,-0.2236445240045266,1,0.0
Microsoft Lumia 640 Dual SIM,Microsoft,Lumia 640 Dual SIM,2015-04-01,2015.0,5.0,0.06144855958122556,8.0,-0.4264596975506252,8.0,-0.3670556486508763,8 MP| f/2.2| 28mm| autofocus| LED flash,Yes,Yes with A-GPS GLONASS BDS,Glossy cyan| Orange| White| Matte black,170.0,-0.14318787850281028,2500.0,0.011471564498850353,1.0,-0.5474838915402696,145.0,-0.15178166745815025,1,0.0
Microsoft Lumia 640 LTE,Microsoft,Lumia 640 LTE,2015-04-01,2015.0,5.0,0.06144855958122556,8.0,-0.4264596975506252,8.0,-0.3670556486508763,8 MP| f/2.2| 28mm| autofocus| LED flash| ,Yes,Yes with A-GPS GLONASS BDS,Glossy cyan| Orange| White| Matte black,120.0,-0.2553614863362363,2500.0,0.011471564498850353,1.0,-0.5474838915402696,145.0,-0.15178166745815025,1,0.0
Microsoft Lumia 640 LTE Dual SIM,Microsoft,Lumia 640 LTE Dual SIM,2015-04-01,2015.0,5.0,0.06144855958122556,8.0,-0.4264596975506252,8.0,-0.3670556486508763,8 MP| f/2.2| 28mm| autofocus| LED flash,Yes,Yes with A-GPS GLONASS BDS,Glossy cyan| Orange| White| Matte black,150.0,-0.1880573216361807,2500.0,0.011471564498850353,1.0,-0.5474838915402696,145.0,-0.15178166745815025,1,0.0
Microsoft Lumia 640 XL,Microsoft,Lumia 640 XL,2015-04-01,2015.0,5.7,0.7755761867845398,8.0,-0.4264596975506252,13.0,0.697338258971839,13 MP| f/2.0| 28mm| Carl Zeiss optics| autofocus| LED flash,Yes,Yes with A-GPS GLONASS BDS,Matte cyan| Orange| Black| Matte white| Glossy white,170.0,-0.14318787850281028,3000.0,0.5913528468583235,1.0,-0.5474838915402696,171.0,0.45093906486629787,1,0.0
Microsoft Lumia 640 XL Dual SIM,Microsoft,Lumia 640 XL Dual SIM,2015-04-01,2015.0,5.7,0.7755761867845398,8.0,-0.4264596975506252,13.0,0.697338258971839,13 MP| f/2.0| 28mm| Carl Zeiss optics| autofocus| LED flash| ,Yes,Yes with A-GPS GLONASS BDS,Matte cyan| Orange| Black| Matte white| Glossy white,170.0,-0.14318787850281028,3000.0,0.5913528468583235,1.0,-0.5474838915402696,171.0,0.45093906486629787,1,0.0
Microsoft Lumia 640 XL LTE,Microsoft,Lumia 640 XL LTE,2015-04-01,2015.0,5.7,0.7755761867845398,8.0,-0.4264596975506252,13.0,0.697338258971839,13 MP| f/2.0| 28mm| Carl Zeiss optics| autofocus| LED flash,Yes,Yes with A-GPS GLONASS BDS,Matte cyan| Orange| Black| Matte white| Glossy white,200.0,-0.0758837138027547,3000.0,0.5913528468583235,1.0,-0.5474838915402696,171.0,0.45093906486629787,1,0.0
Microsoft Lumia 640 XL LTE Dual SIM,Microsoft,Lumia 640 XL LTE Dual SIM,2015-04-01,2015.0,5.7,0.7755761867845398,8.0,-0.4264596975506252,13.0,0.697338258971839,13 MP| f/2.0| 28mm| Carl Zeiss optics| autofocus| LED flash,Yes,Yes with A-GPS GLONASS BDS,Matte cyan| Orange| Black| Matte white| Glossy white,200.0,-0.0758837138027547,3000.0,0.5913528468583235,1.0,-0.5474838915402696,171.0,0.45093906486629787,1,0.0
Microsoft Lumia 950,Microsoft,Lumia 950,2015-11-01,2015.0,5.2,0.26548502449645833,32.0,0.6829703399340409,20.0,2.1874897296436404,20 MP| f/1.9| 26mm| Carl Zeiss optics| OIS| autofocus| triple-LED RGB flash| ,Yes,Yes with A-GPS GLONASS BDS,Black| White,280.0,0.10359405873072688,3000.0,0.5913528468583235,3.0,1.2661024851582152,150.0,-0.03587383431883329,1,0.0
Microsoft Lumia 950 Dual SIM,Microsoft,Lumia 950 Dual SIM,2015-12-01,2015.0,5.2,0.26548502449645833,32.0,0.6829703399340409,20.0,2.1874897296436404,20 MP| f/1.9| 26mm| Carl Zeiss optics| OIS| autofocus| triple-LED RGB flash,Yes,Yes with A-GPS GLONASS BDS,Black| White,280.0,0.10359405873072688,3000.0,0.5913528468583235,3.0,1.2661024851582152,150.0,-0.03587383431883329,1,0.0
Microsoft Lumia 950 XL,Microsoft,Lumia 950 XL,2015-11-01,2015.0,5.7,0.7755761867845398,32.0,0.6829703399340409,20.0,2.1874897296436404,20 MP| f/1.9| 26mm| Carl Zeiss optics| OIS| autofocus| triple-LED RGB flash| ,Yes,Yes with A-GPS GLONASS BDS,Black| White,350.0,0.2606371096975233,3340.0,0.9856721188627651,3.0,1.2661024851582152,165.0,0.31184966509911755,1,0.0
Microsoft Lumia 950 XL Dual SIM,Microsoft,Lumia 950 XL Dual SIM,2015-12-01,2015.0,5.7,0.7755761867845398,32.0,0.6829703399340409,20.0,2.1874897296436404,20 MP| f/1.9| 26mm| Carl Zeiss optics| OIS| autofocus| triple-LED RGB flash,Yes,Yes with A-GPS GLONASS BDS,Black| White,350.0,0.2606371096975233,3340.0,0.9856721188627651,3.0,1.2661024851582152,165.0,0.31184966509911755,1,0.0
Motorola Droid Maxx 2,Motorola,Droid Maxx 2,2015-10-01,2015.0,5.5,0.571539721869307,16.0,-0.056649685055736504,21.0,2.4003685111681836,21 MP| f/2.0| phase detection autofocus| dual-LED (dual tone) flash,Yes,Yes with A-GPS,Deep Sea Blue| White,330.0,0.21576766656415286,3630.0,1.3220032626312594,2.0,0.35930929680897283,169.0,0.4045759316105711,1,0.0
Motorola Droid Turbo 2,Motorola,Droid Turbo 2,2015-10-01,2015.0,5.4,0.4695214894116911,64.0,2.1622103899135956,21.0,2.4003685111681836,21 MP| f/2.0| phase detection autofocus| dual-LED (dual tone) flash,Yes,Yes with A-GPS,Black/Soft-Grip| Black/Pebble Leather| Gray/Ballistic Nylon| Winter White/Soft-Grip,390.0,0.35037599596426405,3760.0,1.4727723960447225,3.0,1.2661024851582152,170.1,0.4300756549012207,1,0.0
Motorola Moto E (2nd gen),Motorola,Moto E (2nd gen),2015-02-01,2015.0,4.5,-0.4486426027068559,8.0,-0.4264596975506252,5.0,-1.0056919932245054,5 MP| f/2.2| autofocus| ,Yes,Yes with A-GPS GLONASS,Black| White,130.0,-0.23292676476955107,2390.0,-0.11610231762023372,1.0,-0.5474838915402696,145.0,-0.15178166745815025,1,0.0
Motorola Moto E Dual SIM (2nd gen),Motorola,Moto E Dual SIM (2nd gen),2015-03-01,2015.0,4.5,-0.4486426027068559,8.0,-0.4264596975506252,5.0,-1.0056919932245054,5 MP| f/2.2| autofocus,Yes,Yes with A-GPS GLONASS,Black| White,100.0,-0.30023092946960667,2390.0,-0.11610231762023372,1.0,-0.5474838915402696,145.0,-0.15178166745815025,1,0.0
Motorola Moto G (3rd gen),Motorola,Moto G (3rd gen),2015-07-01,2015.0,5.0,0.06144855958122556,8.0,-0.4264596975506252,13.0,0.697338258971839,13 MP| f/2.0| autofocus| dual-LED (dual tone) flash| ,Yes,Yes with A-GPS GLONASS BDS,Black| White,170.0,-0.14318787850281028,2470.0,-0.02332131244271803,1.0,-0.5474838915402696,155.0,0.08003399882048365,1,0.0
Motorola Moto G 4G (2nd gen),Motorola,Moto G 4G (2nd gen),2015-03-01,2015.0,5.0,0.06144855958122556,8.0,-0.4264596975506252,8.0,-0.3670556486508763,8 MP| f/2.0| autofocus| LED flash,Yes with stereo speakers,Yes with A-GPS,Black,210.0,-0.0534489922360695,2390.0,-0.11610231762023372,1.0,-0.5474838915402696,155.0,0.08003399882048365,1,0.0
Motorola Moto G 4G Dual SIM (2nd gen),Motorola,Moto G 4G Dual SIM (2nd gen),2015-01-01,2015.0,5.0,0.06144855958122556,16.0,-0.056649685055736504,8.0,-0.3670556486508763,8 MP| f/2.0| autofocus| LED flash,Yes with stereo speakers,Yes with A-GPS,Black| Black/Lemon,240.0,0.013855172463986095,2390.0,-0.11610231762023372,1.0,-0.5474838915402696,155.0,0.08003399882048365,1,0.0
Motorola Moto G Dual SIM (3rd gen),Motorola,Moto G Dual SIM (3rd gen),2015-07-01,2015.0,5.0,0.06144855958122556,8.0,-0.4264596975506252,13.0,0.697338258971839,13 MP| f/2.0| autofocus| dual-LED (dual tone) flash,Yes,Yes with A-GPS GLONASS BDS,Black| White,170.0,-0.14318787850281028,2470.0,-0.02332131244271803,1.0,-0.5474838915402696,155.0,0.08003399882048365,1,0.0
Motorola Moto G Turbo,Motorola,Moto G Turbo,2015-11-01,2015.0,5.0,0.06144855958122556,,,13.0,0.697338258971839,"Dual-LED dual-tone flash, panorama",Yes,"Yes, with A-GPS, GLONASS","Black, White",280.0,0.10359405873072688,2470.0,-0.02332131244271803,,,155.0,0.08003399882048365,1,0.0
Motorola Moto G Turbo Edition,Motorola,Moto G Turbo Edition,2015-11-01,2015.0,5.0,0.06144855958122556,16.0,-0.056649685055736504,13.0,0.697338258971839,13 MP| f/2.0| autofocus| dual-LED (dual tone) flash,Yes,Yes with A-GPS GLONASS,Black| White,280.0,0.10359405873072688,2470.0,-0.02332131244271803,2.0,0.35930929680897283,155.0,0.08003399882048365,1,0.0
Motorola Moto X Force,Motorola,Moto X Force,2015-11-01,2015.0,5.4,0.4695214894116911,64.0,2.1622103899135956,21.0,2.4003685111681836,21 MP| f/2.0| phase detection autofocus| dual-LED (dual tone) flash| ,Yes,Yes with A-GPS GLONASS,Black Ballistic Nylon,330.0,0.21576766656415286,3760.0,1.4727723960447225,3.0,1.2661024851582152,169.0,0.4045759316105711,1,0.0
Motorola Moto X Play,Motorola,Moto X Play,2015-08-01,2015.0,5.5,0.571539721869307,32.0,0.6829703399340409,21.0,2.4003685111681836,21 MP| f/2.0| phase detection autofocus| dual-LED (dual tone) flash| ,Yes,Yes with A-GPS,Black| White,240.0,0.013855172463986095,3630.0,1.3220032626312594,2.0,0.35930929680897283,169.0,0.4045759316105711,1,0.0
Motorola Moto X Play Dual SIM,Motorola,Moto X Play Dual SIM,2015-08-01,2015.0,5.5,0.571539721869307,32.0,0.6829703399340409,21.0,2.4003685111681836,21 MP| f/2.0| phase detection autofocus| dual-LED (dual tone) flash,Yes,Yes with A-GPS,Black| White,250.0,0.036289894030671295,3630.0,1.3220032626312594,2.0,0.35930929680897283,169.0,0.4045759316105711,1,0.0
Motorola Moto X Style,Motorola,Moto X Style,2015-09-01,2015.0,5.7,0.7755761867845398,64.0,2.1622103899135956,21.0,2.4003685111681836,21 MP| f/2.0| 27 mm| phase detection autofocus| dual-LED (dual tone) flash,Yes with stereo speakers,Yes with A-GPS GLONASS,Black lens/Dark Gray Frame and accents/ Black Soft Feel Inlay,260.0,0.05872461559735649,3000.0,0.5913528468583235,3.0,1.2661024851582152,179.0,0.636391597889205,1,0.0
NIU Andy 3.5E2I,NIU,Andy 3.5E2I,2015-03-01,2015.0,3.5,-1.4688249272830187,4.0,-0.6113647037980695,5.0,-1.0056919932245054,5 MP| LED flash,Yes,Yes with A-GPS,Black| White| Blue| Green| Orange,,,1300.0,-1.380243513163885,0.4980544747081712,-1.0026446747972821,102.0,-1.148589032456276,1,0.0
NIU Andy 4E2I,NIU,Andy 4E2I,2015-03-01,2015.0,4.0,-0.9587337649949373,4.0,-0.6113647037980695,5.0,-1.0056919932245054,5 MP| LED flash,Yes,Yes with A-GPS,Black| White| Red| Blue| Yellow,,,1400.0,-1.2642672566919904,0.4980544747081712,-1.0026446747972821,110.0,-0.9631364994333689,1,0.0
NIU Tek 5D,NIU,Tek 5D,2015-02-01,2015.0,5.0,0.06144855958122556,4.0,-0.6113647037980695,5.0,-1.0056919932245054,5 MP| LED flash,Yes,Yes with A-GPS,Black,,,2000.0,-0.5684097178606227,0.4980544747081712,-1.0026446747972821,150.0,-0.03587383431883329,1,0.0
Nokia 105 (2015),Nokia,105 (2015),2015-06-01,2015.0,1.4,-3.611207808892961,,,,,,Yes,No,Black| Cyan| White,20.0,-0.47970870200308824,800.0,-1.960124795523358,0.0038910505836575,-1.450748701724729,69.8,-1.895035477873477,1,0.0
Nokia 105 Dual SIM (2015),Nokia,105 Dual SIM (2015),2015-06-01,2015.0,1.4,-3.611207808892961,,,,,,Yes,No,Black| Cyan| White,20.0,-0.47970870200308824,800.0,-1.960124795523358,0.0038910505836575,-1.450748701724729,69.6,-1.89967179119905,1,0.0
Nokia 215,Nokia,215,2015-05-01,2015.0,2.4,-2.591025484316798,,,,,VGA,Yes,No,Black| White| Green,30.0,-0.45727398043640305,1100.0,-1.6121960261076742,0.0077821011673151,-1.447220323559946,78.4,-1.6956740048738517,1,0.0
Nokia 215 Dual SIM,Nokia,215 Dual SIM,2015-02-01,2015.0,2.4,-2.591025484316798,,,,,VGA,Yes,No,Black| White| Green,30.0,-0.45727398043640305,1100.0,-1.6121960261076742,0.0077821011673151,-1.447220323559946,78.6,-1.6910376915482794,1,0.0
Nokia 222,Nokia,222,2015-09-01,2015.0,2.4,-2.591025484316798,,,2.0,-1.6443283377981346,2 MP,Yes,No,Black| White,40.0,-0.43483925886971786,1100.0,-1.6121960261076742,0.0155642023346303,-1.4401635672303796,79.0,-1.6817650648971338,1,0.0
Nokia 222 Dual SIM,Nokia,222 Dual SIM,2015-09-01,2015.0,2.4,-2.591025484316798,,,2.0,-1.6443283377981346,2 MP,Yes,No,Black| White,40.0,-0.43483925886971786,1100.0,-1.6121960261076742,0.0155642023346303,-1.4401635672303796,79.0,-1.6817650648971338,1,0.0
